‘ª’èŽžŠÔ	T1Raw	T2Raw	T3Raw	T4Raw	
        98	0.01851409	0.02495647	0.01271594	-0.00306790	
        99	0.01239382	0.00659567	0.01078323	0.00079753	
       100	0.00305236	0.00337448	0.01013899	0.00208601	
       101	-0.00467850	0.00079753	0.00627356	0.00627356	
       102	-0.00822181	-0.01240936	0.00079753	0.00498508	
       103	-0.00628909	-0.01595267	-0.00242366	-0.00145731	
       104	-0.01369784	-0.01369784	-0.00564486	-0.03399135	
       105	-0.00274578	-0.00983241	-0.00628909	-0.00016883	
       106	-0.00467850	-0.00371214	-0.00951029	-0.00757757	
       107	-0.01981810	0.00498508	-0.01208724	-0.00467850	
       108	-0.00789969	0.03075462	-0.01047664	-0.00177943	
       109	-0.00983241	0.02785555	-0.01337572	-0.00210154	
       110	-0.01305360	0.01464866	-0.01273148	-0.00339002	
       111	-0.00274578	0.00305236	-0.01176512	-0.00242366	
       112	-0.00822181	-0.00113519	-0.00725545	0.00047541	
       113	-0.00081307	-0.00306790	-0.00274578	0.00047541	
       114	0.01142746	-0.00435638	-0.00081307	0.00401872	
       115	0.01142746	-0.00854393	-0.00081307	0.01142746	
       116	0.00852839	-0.02754896	0.00691779	0.00852839	
       117	0.02882190	-0.02432777	0.01303806	-0.00145731	
       118	0.02431223	-0.00693333	0.00885051	0.00240812	
       119	0.01819197	0.00852839	0.01497078	0.00111965	
       120	0.01303806	-0.01337572	0.00788415	-0.00822181	
       121	0.00885051	-0.00951029	0.00756203	-0.01079876	
       122	-0.01176512	0.00337448	0.00659567	-0.00951029	
       123	-0.00242366	0.00047541	0.00562932	-0.00274578	
       124	0.00208601	0.02076892	0.00240812	0.00015329	
       125	0.00595144	0.01593713	-0.00661121	-0.00081307	
       126	-0.00725545	0.00691779	-0.00789969	0.00176389	
       127	-0.02464989	0.00820627	-0.01079876	0.00176389	
       128	-0.02658261	0.00337448	-0.01176512	0.00079753	
       129	-0.01917386	-0.00596698	-0.01112088	-0.00081307	
       130	-0.00693333	-0.02110658	-0.01015453	-0.00661121	
       131	0.00015329	-0.02819320	-0.00886605	-0.00886605	
       132	0.00369660	-0.02658261	-0.00854393	-0.00564486	
       133	-0.00016883	-0.02432777	-0.00210154	0.00144177	
       134	-0.00500062	-0.04172221	0.00079753	0.00659567	
       135	0.00466296	-0.02948168	0.00208601	0.00562932	
       136	-0.01273148	-0.01659691	0.00659567	0.00627356	
       137	-0.01627479	-0.03270287	0.00885051	-0.00081307	
       138	0.00949475	0.02946614	0.01400442	0.00047541	
       139	0.00917263	0.04267303	0.01142746	-0.00049095	
       140	-0.00145731	0.05716840	0.01207170	-0.00467850	
       141	-0.00532274	0.08615913	0.00820627	-0.00789969	
       142	-0.00822181	0.04331727	0.00820627	-0.00274578	
       143	-0.01949598	0.01464866	-0.00016883	0.00015329	
       144	-0.02336141	0.01625925	-0.00113519	0.00015329	
       145	-0.02271718	0.00273024	-0.00242366	0.00369660	
       146	-0.00693333	0.00305236	-0.00532274	0.00627356	
       147	0.00562932	0.00530720	-0.00725545	0.00788415	
       148	0.00273024	0.00273024	-0.01369784	0.00337448	
       149	0.00079753	0.00369660	-0.01112088	-0.00113519	
       150	0.00176389	0.01207170	-0.01144300	-0.00177943	
       150	0.01110534	0.02399011	-0.00822181	-0.00210154	
       151	0.01497078	0.01561501	-0.00725545	0.00337448	
       152	0.00852839	0.00852839	-0.00210154	0.00659567	
       153	0.00466296	-0.02175082	0.00144177	0.00401872	
       154	0.00176389	-0.03978949	-0.00081307	-0.00016883	
       155	0.01915833	-0.03334711	0.00498508	-0.00628909	
       156	0.03204310	-0.05557334	0.00691779	-0.00564486	
       157	0.02205740	-0.04558764	0.01142746	-0.00467850	
       158	0.01497078	-0.02368353	0.00852839	-0.00210154	
       159	0.01078323	-0.02078446	0.00466296	-0.00403426	
       160	0.00337448	-0.01691903	0.00466296	-0.00467850	
       161	-0.01047664	-0.00918817	0.00530720	-0.00467850	
       162	-0.01981810	-0.00532274	0.00240812	-0.00145731	
       163	-0.01112088	-0.00789969	-0.00177943	0.00047541	
       164	-0.00210154	-0.00371214	-0.00693333	0.00723991	
       165	0.01239382	0.00111965	-0.00500062	0.01013899	
       166	0.00562932	0.00079753	-0.00532274	0.00981687	
       167	0.00015329	-0.00661121	-0.00951029	0.00562932	
       168	-0.00983241	-0.00628909	-0.01466419	0.00111965	
       169	-0.01273148	-0.00757757	-0.00918817	0.00144177	
       170	-0.00661121	-0.00564486	-0.00918817	-0.00339002	
       171	-0.00757757	-0.00951029	-0.00532274	-0.00854393	
       172	-0.00339002	-0.00435638	-0.00145731	-0.01047664	
       173	-0.01015453	0.00530720	0.00305236	-0.00274578	
       174	-0.00693333	0.00659567	-0.00016883	0.00240812	
       175	0.00015329	0.00434084	0.00466296	-0.00532274	
       176	0.00047541	-0.00339002	0.01078323	-0.00435638	
       177	-0.01659691	-0.00016883	0.01013899	0.00015329	
       178	-0.00242366	-0.00145731	0.00949475	0.00015329	
       179	0.00723991	0.01561501	0.00852839	0.00047541	
       180	0.00015329	0.00691779	0.00434084	0.00337448	
       181	0.00530720	0.00144177	0.00401872	0.00659567	
       182	0.02173528	-0.00661121	0.00015329	0.00530720	
       183	0.01722561	-0.00435638	-0.00500062	0.00240812	
       184	0.00885051	0.02495647	-0.00661121	-0.00177943	
       185	0.00337448	0.03043250	-0.00822181	-0.00274578	
       186	-0.02336141	0.01303806	-0.00983241	-0.00274578	
       187	-0.02142870	0.01078323	-0.01434208	-0.00339002	
       188	-0.01144300	0.00917263	-0.01208724	-0.00242366	
       189	0.01336018	0.00852839	-0.00886605	-0.00274578	
       190	-0.01273148	0.00144177	-0.00789969	-0.00177943	
       191	-0.01208724	0.00273024	-0.00403426	0.00047541	
       192	0.00337448	-0.00500062	-0.00242366	0.00079753	
       193	-0.00145731	-0.00049095	0.00273024	-0.00435638	
       194	0.00434084	-0.00049095	0.00917263	0.00144177	
       195	0.00305236	0.00015329	0.00788415	-0.00081307	
       196	-0.00113519	-0.00306790	0.00981687	-0.00049095	
       197	-0.00757757	0.00111965	0.01207170	0.00434084	
       198	-0.00757757	-0.00177943	0.01046111	0.00144177	
       199	-0.00145731	-0.00145731	0.00466296	-0.00339002	
       200	-0.01015453	0.00305236	0.00562932	-0.00210154	
       201	-0.01434208	-0.00113519	-0.00049095	-0.00210154	
       202	0.00659567	-0.00596698	-0.00113519	-0.00661121	
       203	0.01174958	-0.01176512	-0.00403426	-0.00081307	
       204	0.00176389	-0.00822181	0.00047541	-0.00306790	
       205	0.00917263	-0.00918817	-0.00854393	-0.00693333	
       206	0.01303806	-0.00403426	-0.01208724	-0.01047664	
       207	-0.00500062	-0.00113519	-0.01337572	-0.00693333	
       208	-0.02754896	0.00723991	-0.01466419	-0.00339002	
       209	0.00305236	0.00015329	-0.01273148	0.00240812	
       210	0.01690349	-0.00628909	-0.01015453	0.00788415	
       211	0.00723991	-0.01788539	-0.00661121	-0.00081307	
       212	0.00208601	-0.01981810	-0.00113519	0.00015329	
       213	-0.01981810	-0.02046234	0.00079753	0.00208601	
       214	-0.00661121	-0.01949598	0.00305236	0.00852839	
       215	0.00788415	-0.01659691	0.00723991	0.00562932	
       216	0.01110534	-0.01595267	0.01013899	0.00015329	
       217	0.01078323	-0.02787108	0.00885051	0.00111965	
       218	0.00305236	-0.00596698	0.01207170	0.00015329	
       219	0.00659567	0.05330297	0.00820627	-0.00306790	
       220	0.00723991	0.06038959	0.01142746	-0.00016883	
       221	-0.00757757	0.04267303	0.00852839	-0.00016883	
       222	-0.00403426	0.04911542	0.00595144	0.00240812	
       223	-0.00016883	0.04009608	0.00079753	-0.00306790	
       224	-0.02561625	0.02721131	-0.00628909	-0.00628909	
       225	-0.02336141	0.02205740	-0.00983241	-0.00177943	
       226	-0.03044804	0.02173528	-0.01208724	0.00015329	
       227	-0.02110658	-0.00242366	-0.01176512	-0.00242366	
       228	-0.03753466	-0.02658261	-0.01112088	-0.00274578	
       229	-0.02851532	-0.02336141	-0.01401996	0.00079753	
       230	-0.00242366	-0.03238075	-0.00951029	0.00820627	
       231	0.03462005	0.01819197	-0.00049095	-0.04140009	
       232	0.00595144	0.00981687	0.00047541	0.00949475	
       233	0.00981687	0.04686058	0.00047541	0.00240812	
       234	0.01368230	0.03977396	0.00530720	0.00273024	
       235	0.01013899	0.00047541	0.00627356	0.00208601	
       236	0.01046111	0.00208601	0.01110534	-0.00661121	
       237	0.00756203	0.01207170	0.01529289	-0.00918817	
       238	0.01078323	-0.00435638	0.01529289	-0.00822181	
       239	0.00691779	0.01432654	0.00852839	-0.00983241	
       240	0.01078323	0.01400442	0.00595144	-0.00661121	
       241	0.01336018	-0.00177943	0.00401872	-0.00371214	
       242	0.00562932	-0.00951029	0.00176389	-0.00210154	
       243	0.00659567	-0.01691903	-0.00339002	0.00208601	
       244	0.00337448	-0.02980380	-0.00757757	0.00723991	
       245	0.00434084	-0.03399135	-0.00983241	0.00595144	
       246	-0.00081307	-0.02561625	-0.00918817	0.01013899	
       247	-0.00339002	-0.01659691	-0.01337572	0.00240812	
       248	0.01303806	-0.01369784	-0.01337572	0.00240812	
       249	0.01110534	-0.00918817	-0.01240936	0.00176389	
       250	0.01625925	-0.00596698	-0.00532274	0.00144177	
       251	0.01368230	-0.01305360	-0.00596698	0.00530720	
       252	0.01207170	-0.01820751	-0.00210154	0.00079753	
       253	0.01013899	-0.01981810	0.00111965	-0.00177943	
       254	0.01110534	-0.01498631	0.00273024	-0.00210154	
       255	0.00788415	-0.01208724	0.00627356	-0.00339002	
       256	0.00273024	-0.01047664	0.00885051	-0.00661121	
       257	0.00176389	-0.01047664	0.01336018	-0.00467850	
       258	-0.00242366	-0.01015453	0.01239382	-0.00177943	
       259	-0.00725545	-0.00596698	0.01271594	-0.00403426	
       260	-0.00596698	-0.00661121	0.00691779	-0.00081307	
       261	-0.00951029	-0.00661121	0.00595144	-0.00177943	
       262	-0.01401996	0.00079753	0.00208601	-0.00145731	
       263	-0.01434208	-0.00113519	-0.00371214	-0.00242366	
       264	-0.00918817	-0.00467850	-0.00306790	-0.00113519	
       265	-0.00757757	-0.00983241	-0.00822181	-0.00177943	
       266	-0.00564486	-0.01820751	-0.00886605	0.00208601	
       267	-0.00951029	-0.02271718	-0.01047664	0.00305236	
       268	-0.00628909	-0.02464989	-0.01401996	0.00337448	
       269	0.00434084	-0.01595267	-0.01176512	0.00756203	
       270	0.00273024	-0.01563055	-0.01015453	0.01046111	
       271	0.00401872	-0.00306790	-0.00789969	0.00852839	
       272	-0.00339002	0.04782694	-0.00403426	-0.00113519	
       273	-0.00242366	0.04074032	0.00047541	-0.00306790	
       274	-0.00113519	0.02495647	0.00015329	-0.00339002	
       275	-0.02336141	0.02237952	0.01013899	-0.00113519	
       276	-0.00822181	0.01851409	0.01013899	-0.00145731	
       277	0.00079753	0.01529289	0.01271594	0.00015329	
       278	0.01142746	0.00820627	0.01110534	0.00079753	
       279	0.00917263	0.00691779	0.00820627	-0.00113519	
       280	-0.00274578	0.00949475	0.00981687	0.00144177	
       281	-0.00661121	0.01174958	0.00723991	-0.00049095	
       282	-0.00564486	0.00659567	0.00401872	-0.00306790	
       283	-0.00210154	0.00434084	-0.00113519	0.00144177	
       284	-0.00210154	0.00176389	-0.00274578	-0.00081307	
       285	0.00723991	-0.00403426	-0.00661121	0.00401872	
       286	0.00369660	-0.00918817	-0.00854393	0.00434084	
       287	-0.00467850	-0.01788539	-0.01015453	0.00530720	
       288	-0.00596698	-0.01369784	-0.01208724	0.00530720	
       289	-0.01756327	-0.01208724	-0.01079876	0.00466296	
       290	-0.00822181	-0.00951029	-0.00918817	0.00434084	
       291	-0.00435638	-0.00854393	-0.00500062	0.00015329	
       292	0.00530720	-0.00983241	-0.00113519	0.00111965	
       293	0.00208601	-0.00661121	-0.00049095	-0.00016883	
       294	0.01303806	0.01915833	0.00659567	-0.00274578	
       295	-0.00789969	0.05040389	0.00691779	-0.00371214	
       296	-0.00177943	0.02560071	0.00788415	-0.00693333	
       297	0.00047541	0.01400442	0.01110534	-0.00435638	
       298	-0.00757757	0.00530720	0.01142746	-0.00242366	
       299	-0.01949598	0.00111965	0.00466296	-0.00242366	
       300	-0.00628909	-0.00049095	0.00627356	0.00015329	
       301	0.03397581	-0.00564486	0.00273024	-0.00113519	
       302	0.03300945	-0.01691903	-0.00145731	-0.00177943	
       303	0.01432654	-0.02110658	-0.00177943	0.00208601	
       304	0.01013899	-0.00951029	-0.00822181	0.00530720	
       305	0.00723991	-0.01208724	-0.00854393	0.00530720	
       306	-0.00789969	0.00434084	-0.01176512	-0.00049095	
       307	-0.02593837	0.00530720	-0.01144300	0.00047541	
       308	-0.02271718	0.00723991	-0.01305360	0.00015329	
       309	-0.00145731	0.01013899	-0.00822181	0.00144177	
       310	0.00530720	0.00627356	-0.01112088	-0.00339002	
       311	-0.00403426	0.01271594	-0.00757757	-0.00016883	
       312	-0.00564486	0.00079753	-0.00306790	0.00466296	
       313	-0.00016883	-0.00951029	-0.00210154	0.00466296	
       314	-0.00661121	-0.01691903	0.00273024	0.00208601	
       315	-0.00210154	-0.01756327	0.00595144	-0.00081307	
       316	-0.00564486	-0.00596698	0.01078323	0.00047541	
       317	-0.00339002	0.00144177	0.00756203	-0.00242366	
       318	-0.00403426	0.01915833	0.00885051	-0.00951029	
       319	-0.00210154	0.02527859	0.00530720	-0.01176512	
       320	-0.00113519	0.01432654	0.00756203	-0.01079876	
       321	0.01593713	0.00337448	0.00691779	-0.00435638	
       322	0.01336018	0.00079753	0.00273024	0.00337448	
       323	0.01625925	-0.01563055	-0.00467850	0.00981687	
       324	0.00885051	-0.00500062	-0.00467850	0.00498508	
       325	-0.00693333	0.00852839	-0.00339002	0.00337448	
       326	-0.02787108	-0.00693333	-0.00467850	0.00273024	
       327	-0.03463559	-0.01273148	-0.01079876	-0.00049095	
       328	-0.01530843	-0.01273148	-0.00983241	0.00111965	
       329	-0.02851532	-0.01659691	-0.01369784	-0.00339002	
       330	-0.03399135	-0.01466419	-0.00661121	0.00305236	
       331	0.01432654	-0.00371214	-0.00339002	-0.00339002	
       332	0.02817766	0.01271594	-0.00016883	-0.00467850	
       333	0.01142746	0.00015329	0.00208601	0.00015329	
       334	0.00240812	0.01497078	0.00659567	0.00208601	
       335	0.00208601	0.03204310	0.00917263	0.00337448	
       336	0.00659567	0.04524999	0.01980256	0.01078323	
       337	0.01046111	0.02270164	0.01336018	0.00047541	
       338	0.00562932	0.00659567	0.01207170	-0.00435638	
       339	0.00401872	-0.01144300	0.00981687	-0.00628909	
       340	0.00595144	-0.00306790	0.01174958	-0.00113519	
       341	-0.00371214	-0.00210154	0.00756203	-0.00113519	
       342	0.00434084	-0.00886605	-0.00113519	0.00047541	
       343	0.00305236	-0.01691903	-0.00339002	-0.00177943	
       344	0.00176389	-0.01724115	-0.00467850	-0.00306790	
       345	-0.00177943	-0.01079876	-0.00661121	-0.00145731	
       346	0.00208601	-0.00951029	-0.01047664	0.00176389	
       347	-0.00081307	-0.00886605	-0.01144300	-0.00177943	
       348	0.00273024	-0.00886605	-0.01079876	0.00015329	
       349	0.00079753	0.01561501	-0.01015453	0.00273024	
       350	0.00144177	0.01432654	-0.00918817	0.00273024	
       351	-0.00145731	0.00595144	-0.00242366	0.00240812	
       352	0.00240812	-0.00822181	-0.00177943	0.00305236	
       353	-0.00242366	-0.01401996	0.00208601	0.00305236	
       354	-0.00339002	-0.01498631	0.00659567	0.00401872	
       355	-0.00757757	-0.01595267	0.00949475	0.00176389	
       356	-0.00177943	-0.01530843	0.01013899	-0.00306790	
       357	0.00111965	-0.02271718	0.01432654	-0.00467850	
       358	0.00337448	-0.01112088	0.00949475	-0.00757757	
       359	0.00885051	0.01239382	0.00917263	-0.00467850	
       360	0.01915833	-0.02690473	0.00562932	-0.00242366	
       361	0.01432654	-0.04301069	0.00369660	-0.00822181	
       362	-0.00628909	-0.03689042	-0.00145731	-0.00177943	
       363	-0.01820751	-0.00500062	-0.00500062	0.00015329	
       364	-0.01240936	0.04557210	-0.00371214	0.00723991	
       365	0.00434084	0.07520708	-0.01240936	0.01432654	
       366	0.00562932	0.04750482	-0.01337572	0.01368230	
       367	-0.00403426	0.05426932	-0.01434208	0.01207170	
       368	-0.00210154	0.02624495	-0.01369784	0.00208601	
       369	-0.00049095	0.02624495	-0.01627479	-0.00210154	
       370	0.00949475	0.02399011	-0.01176512	-0.00532274	
       371	0.00144177	0.01174958	-0.00596698	-0.00371214	
       372	0.00208601	0.00208601	0.00015329	0.00176389	
       373	0.00949475	-0.01047664	0.00047541	-0.00210154	
       374	0.00176389	-0.01112088	0.00273024	-0.00274578	
       375	-0.01885174	-0.00886605	0.00949475	-0.00596698	
       376	-0.02336141	-0.02432777	0.01336018	-0.00693333	
       377	-0.03205863	-0.00918817	0.01464866	-0.00532274	
       378	-0.02658261	0.00273024	0.01142746	-0.00725545	
       380	-0.01112088	0.01013899	0.00820627	-0.00789969	
       380	0.00434084	0.00015329	0.00917263	-0.00242366	
       381	0.01174958	0.00144177	0.00434084	0.00047541	
       382	0.02721131	0.00401872	0.00047541	0.00595144	
       383	0.01110534	-0.01273148	-0.00435638	0.00820627	
       384	0.01368230	0.00111965	-0.00274578	0.00981687	
       385	0.02334588	-0.01144300	-0.00467850	0.00788415	
       386	0.01529289	-0.02110658	-0.01273148	0.00756203	
       387	0.00240812	-0.02690473	-0.01305360	0.00434084	
       389	-0.01079876	-0.01820751	-0.01305360	-0.00049095	
       390	-0.01498631	-0.00757757	-0.00918817	0.00369660	
       391	-0.01530843	-0.00306790	-0.01112088	0.00208601	
       392	-0.02271718	-0.00403426	-0.00177943	0.00401872	
       393	-0.01981810	-0.00918817	-0.00435638	-0.00016883	
       394	-0.01595267	-0.01208724	0.00015329	-0.00854393	
       395	-0.01852963	0.00595144	0.00240812	-0.00532274	
       396	0.00917263	0.02109104	0.00627356	-0.00532274	
       397	0.01142746	0.01593713	0.00917263	-0.00435638	
       398	0.00337448	0.01142746	0.00820627	-0.00435638	
       399	0.00434084	0.00273024	0.01464866	-0.00339002	
       400	0.00273024	0.01497078	0.01368230	-0.00210154	
       401	-0.00242366	0.01786985	0.00885051	-0.00210154	
       402	0.01400442	-0.00081307	0.00434084	0.00401872	
       403	0.02882190	-0.01563055	0.00273024	-0.00113519	
       404	0.04589422	-0.01756327	-0.00242366	-0.00242366	
       405	0.03429793	-0.01434208	-0.00532274	-0.00532274	
       406	0.01207170	-0.01401996	-0.00467850	0.00111965	
       407	-0.00177943	-0.03721254	-0.00725545	-0.00016883	
       408	-0.02014022	-0.02561625	-0.01176512	-0.00306790	
       409	-0.01917386	-0.01112088	-0.01595267	-0.00016883	
       410	-0.00628909	0.01271594	-0.01144300	-0.00371214	
       411	-0.01466419	0.02044680	-0.00822181	-0.00177943	
       412	-0.02271718	0.00273024	-0.01079876	0.00337448	
       413	-0.00049095	0.00885051	-0.00403426	0.00691779	
       414	0.01142746	0.01915833	0.00015329	0.00885051	
       415	0.01046111	0.00852839	0.00434084	0.00595144	
       416	0.00530720	0.00240812	0.00273024	0.00047541	
       417	-0.00564486	-0.00210154	0.00788415	-0.00145731	
       418	-0.01917386	-0.00177943	0.01078323	-0.00016883	
       419	-0.01498631	-0.00403426	0.00981687	-0.00339002	
       420	-0.01595267	-0.01144300	0.00337448	-0.00918817	
       421	-0.01852963	-0.01144300	0.00562932	-0.00210154	
       422	-0.01885174	-0.01015453	0.00562932	0.00434084	
       423	0.01915833	-0.00532274	0.00144177	0.00144177	
       424	-0.00725545	0.00047541	-0.00242366	0.00176389	
       425	-0.02432777	0.00981687	-0.00274578	0.00111965	
       426	-0.00532274	0.01046111	-0.00242366	0.00466296	
       427	0.00369660	0.00885051	-0.01112088	0.00015329	
       428	0.00240812	0.00434084	-0.00951029	-0.00177943	
       429	0.00273024	0.00434084	-0.00983241	-0.00081307	
       430	0.00305236	0.00401872	-0.00725545	0.00079753	
       431	0.00015329	0.00337448	-0.00789969	-0.00306790	
       432	0.00369660	-0.00435638	-0.00306790	-0.00306790	
       433	0.00208601	-0.00049095	-0.00371214	-0.00532274	
       434	0.00273024	0.00337448	0.00144177	0.00047541	
       435	0.00305236	0.00401872	0.00595144	0.00176389	
       436	0.00530720	0.00144177	0.00756203	0.00047541	
       437	0.00401872	0.00047541	0.00917263	-0.00306790	
       438	0.00949475	0.00111965	0.01336018	-0.00177943	
       439	0.00788415	-0.01466419	0.01110534	-0.00306790	
       440	0.01271594	-0.01595267	0.01207170	-0.00628909	
       441	0.01207170	-0.02207294	0.00820627	-0.00596698	
       442	0.00498508	-0.03366923	0.00788415	0.00144177	
       443	0.01497078	-0.02529413	0.00015329	-0.00016883	
       444	0.01013899	-0.01949598	-0.00242366	0.00627356	
       445	0.00723991	0.01110534	-0.00113519	0.01174958	
       446	0.00627356	0.02495647	-0.00500062	0.00820627	
       447	-0.00306790	0.00659567	-0.00886605	0.01013899	
       448	-0.01144300	0.01142746	-0.00983241	0.00820627	
       449	-0.01208724	0.01754773	-0.01047664	0.00240812	
       450	-0.01724115	0.00144177	-0.01627479	0.00273024	
       451	-0.00500062	0.01078323	-0.01047664	0.00305236	
       452	-0.00210154	0.02882190	-0.00467850	-0.00049095	
       453	0.00369660	0.01593713	-0.00210154	0.00144177	
       454	-0.00210154	0.00659567	0.00273024	-0.00339002	
       455	-0.01369784	-0.00371214	0.00305236	-0.00661121	
       456	-0.01563055	-0.01305360	0.00369660	-0.00500062	
       457	-0.00532274	-0.01305360	0.00240812	-0.00113519	
       458	-0.01659691	-0.00371214	0.00949475	0.00176389	
       459	-0.02175082	-0.00177943	0.00562932	0.00337448	
       460	-0.00886605	0.00047541	0.00530720	-0.00339002	
       461	0.00691779	0.00627356	0.00498508	-0.00371214	
       462	0.00562932	0.02721131	0.00111965	-0.00661121	
