‘ª’èŽžŠÔ	T1Raw	T2Raw	T3Raw	T4Raw	
        66	0.00691779	0.01690349	-0.00693333	0.00111965	
        67	0.00434084	0.05201449	-0.00210154	0.00079753	
        68	-0.00081307	0.02495647	0.00047541	0.00047541	
        69	0.00079753	-0.00049095	0.00466296	0.00240812	
        70	0.01303806	-0.00951029	0.00756203	0.00562932	
        71	0.01013899	-0.00371214	0.00852839	0.00595144	
        72	0.00917263	-0.00435638	0.00852839	0.00144177	
        74	0.00176389	0.00176389	0.01046111	-0.00113519	
        75	-0.00854393	0.00788415	0.00788415	-0.00177943	
        76	-0.01885174	0.00595144	0.00659567	-0.00274578	
        77	-0.01595267	0.00659567	0.00498508	0.00047541	
        78	0.00530720	0.00305236	0.00305236	-0.00145731	
        79	0.01948044	-0.00435638	-0.00242366	-0.00177943	
        80	0.00079753	-0.01273148	-0.00532274	-0.00274578	
        81	-0.00371214	-0.00757757	-0.00886605	0.00047541	
        82	0.00820627	0.00176389	-0.00951029	0.00305236	
        83	-0.00016883	0.01174958	-0.01112088	0.00208601	
        84	-0.00177943	-0.00918817	-0.00951029	0.00434084	
        85	0.02560071	-0.00274578	-0.00918817	0.00208601	
        86	0.03333157	0.01497078	-0.00564486	-0.00274578	
        87	0.01625925	0.00015329	-0.00242366	-0.00081307	
        88	0.01013899	0.00691779	-0.00113519	0.00337448	
        89	0.02109104	0.01690349	-0.00016883	0.00273024	
        90	0.00208601	0.02495647	0.00659567	0.00434084	
        91	-0.00306790	0.00820627	0.00820627	0.00530720	
        92	0.02173528	-0.01981810	0.01110534	-0.00081307	
        93	0.02237952	-0.01981810	0.01174958	-0.00661121	
        94	-0.00274578	-0.01079876	0.00917263	-0.00725545	
        95	-0.01820751	0.00208601	0.01078323	-0.00274578	
        96	-0.03012592	0.01497078	0.00949475	-0.00371214	
        97	-0.04365492	0.03172098	0.00562932	-0.00596698	
        98	-0.04687612	0.04524999	0.00466296	-0.00822181	
        99	-0.01015453	0.01432654	-0.00177943	-0.01563055	
       100	0.01368230	0.00079753	-0.00500062	-0.01144300	
       101	0.01464866	-0.00628909	-0.01079876	-0.00435638	
       102	0.01400442	-0.00983241	-0.01208724	-0.00049095	
       103	0.01142746	-0.01756327	-0.01176512	-0.00145731	
       104	0.01432654	-0.02851532	-0.01079876	-0.00113519	
       105	0.01786985	-0.02658261	-0.01305360	0.00788415	
       106	-0.01240936	-0.00371214	-0.00789969	0.01432654	
       107	-0.00757757	0.00595144	-0.00467850	0.00788415	
       108	-0.00500062	-0.00210154	-0.00113519	0.00111965	
       109	-0.00757757	-0.00822181	0.00273024	0.00176389	
       110	-0.01627479	-0.01047664	0.00530720	0.00144177	
       111	-0.00918817	-0.01885174	0.00820627	-0.00500062	
       112	0.01722561	-0.01530843	0.01078323	-0.00918817	
       113	0.00723991	0.00401872	0.00917263	-0.00016883	
       114	-0.00274578	-0.00371214	0.00917263	0.01078323	
       115	-0.02626049	-0.00081307	0.01046111	0.00756203	
       116	-0.04043373	0.01142746	0.00820627	-0.00016883	
       117	-0.03914526	0.00949475	0.00659567	-0.00177943	
       118	-0.02432777	-0.00628909	0.00176389	0.00144177	
       119	-0.00113519	-0.00403426	-0.00532274	0.00885051	
       120	0.01819197	0.00949475	-0.00628909	0.01625925	
       121	0.02270164	0.02463435	-0.00983241	0.01110534	
       122	0.02721131	0.01786985	-0.01401996	0.00337448	
       123	0.01561501	0.00723991	-0.01337572	0.00111965	
       124	-0.00016883	0.00498508	-0.01466419	0.00208601	
       125	-0.01208724	-0.00725545	-0.01208724	0.00144177	
       126	-0.02014022	-0.01852963	-0.00886605	-0.00081307	
       127	-0.00467850	-0.02722684	-0.00628909	-0.00113519	
       128	-0.00403426	-0.03141439	-0.00403426	-0.00628909	
       129	0.00047541	0.02785555	-0.00016883	-0.00628909	
       130	0.01625925	0.02688919	0.00434084	-0.00951029	
       131	0.01948044	0.00691779	0.00659567	-0.00886605	
       132	0.01303806	0.01625925	0.01046111	-0.00564486	
       133	0.00820627	0.01593713	0.00852839	0.00047541	
       134	-0.00306790	0.01046111	0.00949475	-0.00145731	
       135	-0.01949598	-0.00145731	0.01078323	-0.00564486	
       136	-0.02593837	-0.00596698	0.00595144	-0.00628909	
       137	-0.02239506	0.00530720	0.00305236	-0.00371214	
       138	-0.00725545	-0.01852963	-0.00016883	0.00337448	
       139	-0.00403426	-0.04043373	-0.00242366	0.00562932	
       140	0.01625925	-0.04816459	-0.00500062	0.00079753	
       141	0.03462005	-0.04687612	-0.00886605	0.00176389	
       142	0.02205740	-0.02175082	-0.00822181	0.00369660	
       143	-0.01208724	0.07359648	-0.00661121	0.00240812	
       144	-0.02175082	0.05330297	-0.00596698	0.00047541	
       145	-0.02303929	0.01239382	-0.00467850	-0.00274578	
       146	-0.02239506	0.04170667	-0.00435638	-0.00403426	
       147	-0.00177943	0.02592283	-0.00435638	-0.00210154	
       148	0.02109104	-0.00081307	-0.00274578	-0.00661121	
       149	0.02495647	-0.00822181	0.00144177	-0.01047664	
       150	0.02334588	-0.00628909	0.00562932	-0.00661121	
       151	0.02688919	-0.00371214	0.00562932	-0.01015453	
       152	0.01625925	-0.00242366	0.00981687	-0.01047664	
       153	0.00466296	-0.00564486	0.00852839	-0.00693333	
       154	0.00240812	-0.00757757	0.00885051	-0.00371214	
       155	0.00756203	-0.01563055	0.00691779	0.00530720	
       156	0.00627356	-0.00983241	0.00079753	0.00917263	
       157	0.00273024	-0.00532274	0.00111965	0.01013899	
       158	-0.00757757	-0.01820751	-0.00049095	0.00885051	
       159	-0.02400565	-0.01434208	-0.00371214	0.00401872	
       160	-0.00822181	-0.00822181	-0.00757757	0.00691779	
       161	0.00627356	-0.01144300	-0.00886605	0.02012468	
       162	0.00723991	-0.00081307	-0.01176512	0.01593713	
       163	-0.00435638	0.00756203	-0.01305360	0.01078323	
       164	-0.01369784	0.01819197	-0.00822181	0.00273024	
       165	-0.01691903	0.00949475	-0.01015453	-0.00016883	
       166	-0.02142870	0.00498508	-0.00693333	-0.00177943	
       167	-0.02754896	0.00852839	-0.00500062	-0.00113519	
       168	-0.00467850	0.00820627	-0.00081307	-0.00435638	
       169	0.03204310	0.00852839	0.00337448	-0.00500062	
       170	0.02173528	-0.00596698	0.00820627	0.00208601	
       171	0.00401872	-0.00339002	0.00917263	0.00176389	
       172	0.00208601	-0.00306790	0.01110534	-0.00049095	
       173	0.00337448	-0.00242366	0.01078323	-0.00435638	
       174	0.00111965	-0.00371214	0.01110534	-0.00725545	
       175	0.00015329	-0.00371214	0.00788415	-0.00564486	
       176	-0.00081307	-0.00564486	0.00498508	-0.00822181	
       177	-0.00177943	-0.00339002	0.00595144	-0.00306790	
       178	-0.01144300	0.00047541	0.00337448	-0.00435638	
       179	-0.01015453	-0.00016883	-0.00306790	-0.00757757	
       180	-0.00725545	-0.00306790	-0.00532274	-0.00435638	
       181	-0.00403426	-0.00306790	-0.00757757	-0.00113519	
       182	0.00047541	-0.00532274	-0.00918817	0.00369660	
       183	0.00144177	-0.00854393	-0.01047664	0.00627356	
       184	-0.00789969	-0.00339002	-0.00983241	0.00466296	
       185	-0.01852963	-0.00210154	-0.01112088	0.00434084	
       186	0.00401872	-0.00596698	-0.00628909	0.00530720	
       187	-0.00693333	-0.00403426	-0.00371214	0.00627356	
       188	-0.01273148	0.00079753	-0.00339002	0.00466296	
       189	-0.00339002	0.00530720	0.00144177	-0.00242366	
       190	0.00659567	0.00659567	0.00176389	-0.00500062	
       191	0.01303806	0.00788415	0.01078323	-0.00371214	
       192	0.01336018	0.01400442	0.00885051	-0.00242366	
       193	0.01271594	0.01078323	0.00852839	-0.00339002	
       194	0.01142746	0.00369660	0.00949475	-0.00306790	
       195	0.01722561	-0.01337572	0.00981687	-0.00242366	
       196	0.01625925	-0.02078446	0.00788415	-0.00016883	
       197	-0.00242366	-0.00789969	0.00562932	0.00144177	
       198	-0.00886605	-0.00467850	-0.00242366	-0.00016883	
       199	-0.01112088	-0.00113519	-0.00274578	0.00208601	
       200	-0.01369784	-0.00145731	-0.00532274	0.00659567	
       201	-0.03624618	0.00079753	-0.00951029	0.00562932	
       202	-0.01885174	-0.00306790	-0.01144300	0.00530720	
       203	0.00047541	-0.00661121	-0.01144300	0.00111965	
       204	0.00434084	-0.00789969	-0.01305360	-0.00016883	
       205	0.01690349	-0.00757757	-0.01144300	-0.00177943	
       206	0.01883621	-0.00693333	-0.00951029	-0.00016883	
       207	0.02978826	-0.00371214	-0.00661121	-0.00628909	
       208	0.03365369	-0.00983241	-0.00757757	-0.00693333	
       209	0.01497078	-0.00177943	0.00079753	-0.00113519	
       210	-0.02432777	0.01368230	0.00466296	0.00434084	
       211	0.00401872	0.00144177	0.00820627	0.00337448	
       212	-0.01530843	-0.01047664	0.01078323	0.00240812	
       213	-0.04752036	0.00176389	0.00949475	0.00111965	
       214	-0.05170791	0.00240812	0.00788415	0.00466296	
       215	-0.03592406	-0.00918817	0.00949475	0.00144177	
       216	-0.02175082	-0.00886605	0.00885051	-0.00242366	
       217	-0.03656830	0.05008177	0.00756203	-0.00435638	
       218	-0.01401996	0.05587992	0.00176389	-0.00435638	
       219	0.01658137	0.02560071	0.00144177	-0.00628909	
       220	0.03011038	0.00466296	-0.00274578	-0.00757757	
       221	0.02012468	-0.00306790	-0.00951029	-0.00532274	
       222	0.01013899	0.00434084	-0.00886605	-0.00145731	
       223	0.00434084	-0.00274578	-0.00983241	-0.00177943	
       224	0.00659567	-0.01691903	-0.01401996	-0.00081307	
       225	0.00530720	-0.02336141	-0.01015453	0.00401872	
       226	-0.00081307	-0.01466419	-0.00854393	0.00498508	
       227	0.01883621	-0.01337572	-0.00661121	0.00788415	
       228	0.00949475	-0.02046234	-0.00435638	0.00208601	
       229	0.00627356	0.00369660	-0.00242366	-0.00113519	
       230	-0.00435638	0.03204310	0.00595144	-0.00339002	
       231	-0.00725545	0.02334588	0.00659567	-0.00210154	
       232	-0.00145731	-0.00113519	0.00820627	-0.00145731	
       233	0.00530720	-0.00210154	0.01078323	-0.00500062	
       234	0.00015329	0.00369660	0.00788415	-0.00500062	
       235	-0.00210154	-0.00693333	0.00756203	-0.00564486	
       236	0.00305236	0.00369660	0.00562932	0.00111965	
       237	0.00530720	0.03236521	0.00595144	0.00369660	
       238	0.01980256	0.01529289	0.00047541	0.00208601	
       239	0.03590853	-0.01047664	-0.00145731	0.01110534	
       240	0.02141316	-0.00822181	-0.00500062	0.00401872	
       241	0.00885051	-0.01724115	-0.00500062	-0.00822181	
       242	-0.00564486	-0.01756327	-0.00789969	-0.00886605	
       243	-0.01208724	-0.01498631	-0.01176512	-0.00854393	
       244	0.00595144	-0.02175082	-0.01047664	-0.00693333	
       245	-0.00274578	-0.02271718	-0.00789969	-0.00113519	
       246	-0.01273148	-0.01240936	-0.00661121	0.00079753	
       247	-0.00951029	-0.00661121	-0.00403426	-0.00049095	
       248	-0.00822181	0.01915833	0.00015329	-0.00016883	
       249	-0.00242366	0.04557210	0.00208601	0.00208601	
       250	0.00788415	0.03172098	0.00466296	0.00595144	
       251	0.01497078	0.01336018	0.00756203	0.00723991	
       252	0.00949475	0.01497078	0.00981687	0.00691779	
       253	0.00434084	0.00917263	0.00852839	0.00176389	
       254	-0.00532274	-0.00339002	0.01110534	-0.00113519	
       255	-0.01015453	-0.01047664	0.00788415	-0.00306790	
       256	-0.00467850	-0.01208724	0.00659567	-0.00177943	
       257	-0.00274578	-0.02271718	0.00401872	-0.00242366	
       258	0.00273024	-0.02980380	0.00434084	-0.00242366	
       259	0.00466296	-0.01434208	-0.00210154	-0.00177943	
       260	0.00144177	-0.01595267	-0.00725545	0.00144177	
       261	-0.01337572	-0.01305360	-0.01047664	0.00208601	
       262	-0.03044804	-0.01112088	-0.01208724	0.00111965	
       263	-0.03366923	-0.01498631	-0.01240936	0.00079753	
       264	-0.02529413	-0.00854393	-0.01305360	0.00047541	
       265	0.00788415	-0.00371214	-0.01047664	0.00047541	
       266	0.03333157	0.00595144	-0.00983241	-0.00113519	
       267	0.00917263	0.00562932	-0.00532274	-0.00016883	
       268	-0.00177943	0.00949475	-0.00177943	-0.00371214	
       269	-0.00049095	0.00305236	0.00144177	-0.00371214	
       270	0.00305236	-0.00242366	0.00627356	-0.00306790	
       271	0.00756203	-0.00693333	0.00820627	-0.00371214	
       272	0.00788415	-0.00628909	0.00756203	0.00047541	
       273	0.00466296	-0.00500062	0.00885051	0.00079753	
       274	0.00659567	-0.00403426	0.01303806	0.00079753	
       275	0.00369660	0.00111965	0.01013899	0.00176389	
       276	0.00466296	0.01078323	0.00820627	0.00273024	
       277	0.00273024	0.01013899	0.00369660	-0.00145731	
       278	0.00498508	0.00208601	0.00047541	-0.00274578	
       279	0.00723991	0.00079753	-0.00306790	0.00047541	
       280	0.00079753	0.00176389	-0.00435638	0.00788415	
       281	-0.00951029	0.00401872	-0.00854393	0.00595144	
       282	-0.01144300	-0.00113519	-0.00725545	0.00434084	
       283	-0.00725545	-0.00016883	-0.01466419	-0.00274578	
       284	-0.00177943	-0.00145731	-0.01563055	-0.00339002	
       285	-0.00371214	-0.00113519	-0.01079876	-0.00274578	
       286	-0.00177943	-0.00016883	-0.00854393	-0.00274578	
       287	0.00079753	0.00434084	-0.00661121	-0.00210154	
       288	0.00337448	0.00756203	-0.00081307	-0.00274578	
       289	0.00079753	0.00885051	0.00240812	-0.00306790	
       290	-0.00339002	0.01078323	0.00691779	0.00111965	
       291	0.00144177	0.00595144	0.00885051	0.00144177	
       292	0.00079753	0.00305236	0.01110534	-0.00177943	
       293	-0.00210154	-0.00822181	0.01271594	0.00273024	
       294	-0.00274578	-0.01563055	0.01207170	-0.00435638	
       295	-0.00500062	-0.00886605	0.00949475	-0.00564486	
       296	-0.00016883	-0.00532274	0.00530720	0.00047541	
       297	-0.00145731	-0.00500062	0.00208601	0.00273024	
       298	-0.00983241	-0.01015453	-0.00145731	0.00047541	
       299	-0.01401996	-0.01981810	-0.00177943	0.00144177	
       300	-0.00951029	-0.02014022	-0.00532274	-0.00016883	
       301	-0.00725545	-0.01820751	-0.00983241	0.00208601	
       302	-0.01208724	-0.01724115	-0.01015453	0.00562932	
       303	-0.01079876	0.01819197	-0.01079876	0.00627356	
       304	-0.00564486	0.03462005	-0.01305360	0.00627356	
       305	-0.00081307	0.01142746	-0.00886605	0.00691779	
       306	0.00111965	0.00756203	-0.00918817	-0.00177943	
       307	0.00820627	0.00047541	-0.00467850	-0.00242366	
       308	0.00885051	0.01110534	-0.00274578	-0.00306790	
       309	0.00949475	0.01271594	0.00337448	-0.00435638	
       310	0.00659567	0.00369660	0.00466296	-0.00177943	
       311	0.00659567	-0.00081307	0.00885051	0.00530720	
       312	0.01915833	-0.00306790	0.00917263	0.00369660	
       313	0.02914402	-0.00306790	0.01078323	0.00240812	
       314	0.01561501	0.00240812	0.01110534	-0.00274578	
       315	0.00015329	0.01464866	0.00981687	-0.00661121	
       316	-0.00693333	0.01400442	0.00530720	-0.00661121	
       317	-0.02110658	0.00820627	0.00723991	-0.00435638	
       318	-0.03978949	0.00240812	0.00111965	-0.00403426	
       319	0.00079753	-0.00113519	-0.00242366	-0.00596698	
       320	-0.01885174	0.00788415	-0.00467850	-0.00435638	
       321	-0.04333281	0.00530720	-0.01112088	0.00015329	
       322	-0.02529413	-0.00339002	-0.01176512	-0.00210154	
       323	-0.01208724	-0.01691903	-0.01305360	0.00047541	
       324	-0.00693333	-0.01659691	-0.01273148	0.00079753	
       325	-0.00435638	-0.01917386	-0.01144300	0.00595144	
       326	0.01593713	-0.00983241	-0.00789969	0.01303806	
       327	0.02205740	0.00240812	-0.00467850	0.01625925	
       328	-0.00049095	0.02527859	-0.00081307	0.01400442	
       329	-0.01047664	0.02334588	0.00401872	0.00852839	
       330	0.00498508	0.00595144	0.00530720	0.00659567	
       331	0.01851409	-0.01563055	0.00498508	0.00273024	
       332	0.04782694	-0.01820751	0.00885051	0.00079753	
       333	0.01400442	-0.00306790	0.01174958	0.00079753	
       334	-0.00145731	0.00852839	0.01207170	0.00079753	
       335	0.00885051	0.01046111	0.00756203	0.00079753	
       336	-0.00145731	0.03719700	0.00852839	-0.00371214	
       337	-0.01530843	0.00498508	0.00723991	-0.00564486	
       338	0.01271594	0.00788415	0.00208601	-0.00725545	
       339	0.01851409	0.00885051	-0.00145731	-0.01079876	
       340	0.00949475	0.00691779	-0.00661121	-0.00789969	
       341	0.00498508	-0.00049095	-0.00951029	-0.00242366	
       342	-0.00628909	-0.00596698	-0.01176512	0.00015329	
       343	-0.01434208	-0.00500062	-0.01273148	-0.00016883	
       344	-0.01595267	-0.00532274	-0.01176512	-0.00113519	
       345	-0.01369784	-0.01305360	-0.00886605	-0.00145731	
       346	-0.01981810	-0.03109228	-0.01047664	-0.00242366	
       346	-0.01047664	-0.01208724	-0.00693333	-0.00403426	
       347	0.00723991	-0.00371214	-0.00339002	-0.00145731	
       348	0.01400442	-0.00822181	-0.00049095	0.00369660	
       349	0.02141316	-0.00918817	0.00659567	0.00498508	
       350	0.02237952	0.00562932	0.00788415	-0.00371214	
       351	0.01883621	0.01658137	0.01046111	-0.00306790	
       352	0.02366799	-0.00789969	0.01078323	0.00144177	
       353	0.01851409	-0.00532274	0.00981687	0.00466296	
       354	0.00015329	0.01625925	0.01013899	0.00208601	
       355	-0.01176512	0.00788415	0.00917263	-0.00081307	
       356	-0.01273148	-0.00789969	0.00691779	0.00047541	
       357	-0.01498631	-0.01305360	0.00240812	0.00079753	
       358	-0.01079876	-0.00693333	-0.00339002	-0.00177943	
       359	-0.00918817	0.00176389	-0.00725545	-0.00210154	
       360	-0.01627479	0.01078323	-0.00789969	-0.00177943	
       361	-0.01756327	0.01174958	-0.01047664	0.00273024	
       362	-0.02336141	0.01819197	-0.01047664	0.00305236	
       363	-0.02271718	0.01497078	-0.01208724	-0.00049095	
       364	-0.00725545	0.00562932	-0.01079876	-0.00435638	
       365	0.00208601	-0.00274578	-0.00757757	-0.00403426	
       366	0.00079753	-0.01401996	-0.00596698	-0.00403426	
       367	-0.00049095	-0.01305360	-0.00016883	-0.00242366	
       368	0.01078323	-0.01530843	0.00111965	-0.00274578	
       369	0.01690349	-0.02078446	0.00595144	-0.00306790	
       370	0.01110534	-0.01047664	0.00981687	-0.00049095	
       371	0.00401872	-0.01047664	0.01078323	0.00079753	
       372	-0.00435638	-0.00596698	0.01078323	0.00144177	
       373	-0.00500062	-0.00951029	0.01078323	-0.00210154	
       374	0.00015329	-0.00822181	0.00949475	-0.00435638	
       375	0.00498508	-0.00564486	0.00691779	0.00176389	
       377	0.00723991	-0.01498631	0.00176389	0.00401872	
       377	0.00885051	-0.02980380	0.00015329	0.00852839	
       378	0.00562932	-0.01530843	-0.00371214	0.00595144	
       379	0.00305236	-0.00854393	-0.00661121	0.00176389	
       380	0.00015329	-0.01337572	-0.00789969	-0.00467850	
       381	0.00176389	-0.00435638	-0.01208724	-0.00306790	
       382	0.00111965	0.01464866	-0.01466419	0.00144177	
       383	-0.00532274	0.00208601	-0.01401996	-0.00016883	
       384	-0.00854393	0.02334588	-0.01144300	-0.00081307	
       385	-0.00274578	0.05008177	-0.00854393	0.00369660	
       386	-0.00177943	0.01593713	-0.00564486	0.00852839	
       387	0.00240812	-0.01208724	-0.00113519	0.00466296	
       388	0.00047541	-0.01369784	0.00176389	0.00144177	
       389	-0.00113519	-0.00532274	0.00659567	0.00079753	
       390	-0.00210154	0.01819197	0.00885051	-0.00274578	
       391	0.00047541	0.01110534	0.01013899	-0.00242366	
       392	0.00337448	0.01658137	0.01078323	-0.00532274	
       393	0.00208601	0.01013899	0.00885051	-0.00371214	
       394	0.00337448	0.00659567	0.00756203	-0.00467850	
       395	0.00144177	0.00562932	0.00627356	-0.00403426	
       396	-0.00789969	-0.01047664	0.00273024	-0.00274578	
       397	-0.01079876	-0.00564486	0.00144177	-0.00435638	
       398	-0.00951029	-0.00210154	-0.00177943	-0.00113519	
       399	-0.01079876	-0.00532274	-0.00725545	0.00273024	
       400	-0.00661121	-0.00564486	-0.00822181	0.00723991	
       401	0.00208601	-0.01208724	-0.01208724	0.00691779	
       402	0.00434084	-0.01337572	-0.01208724	0.00530720	
       403	-0.00306790	-0.00242366	-0.01112088	0.00144177	
       404	0.00240812	-0.00532274	-0.01208724	-0.00016883	
       405	0.01207170	0.00015329	-0.00822181	-0.00467850	
       406	0.01690349	0.00562932	-0.00467850	-0.00467850	
       407	0.00691779	0.02141316	0.00015329	0.00111965	
       408	0.00498508	0.02946614	0.00530720	-0.00113519	
       409	0.00595144	0.02302376	0.00949475	-0.00016883	
       410	0.00530720	0.00723991	0.01110534	0.00498508	
       411	0.00498508	-0.01595267	0.01013899	0.00659567	
       412	-0.00403426	-0.00371214	0.01271594	0.00079753	
       413	-0.00757757	0.00852839	0.01174958	-0.00242366	
       414	0.00047541	-0.00951029	0.00595144	-0.00306790	
       415	0.00949475	-0.02690473	0.00562932	0.00305236	
       416	0.01207170	-0.00789969	0.00208601	0.00530720	
       417	-0.00564486	-0.00757757	-0.00113519	0.00466296	
       418	-0.01949598	-0.00693333	-0.00500062	-0.00113519	
       419	-0.01498631	-0.00983241	-0.00918817	-0.00145731	
       420	-0.00596698	-0.00789969	-0.01273148	-0.00371214	
       421	-0.00693333	-0.00564486	-0.01015453	-0.00177943	
       422	-0.01820751	-0.00210154	-0.01498631	-0.00049095	
       423	-0.01917386	-0.00854393	-0.01208724	0.00240812	
       424	0.00047541	-0.00435638	-0.00918817	0.00562932	
       425	0.01786985	-0.00242366	-0.00822181	0.00208601	
       426	0.01239382	-0.00564486	-0.00918817	-0.00564486	
       427	0.01239382	-0.00564486	-0.00113519	-0.00306790	
       428	0.00466296	0.00595144	0.00401872	0.00047541	
       429	-0.00403426	0.03172098	0.00691779	-0.00049095	
       430	-0.01176512	0.01851409	0.01239382	-0.00339002	
       431	0.00788415	-0.00403426	0.00949475	-0.00951029	
       432	0.02817766	0.00047541	0.01174958	-0.00886605	
       433	0.00788415	0.01658137	0.01174958	-0.00854393	
       434	-0.00725545	-0.00016883	0.01046111	-0.00596698	
       435	-0.03012592	0.00434084	0.00820627	-0.00242366	
       436	-0.03817890	0.02076892	0.00401872	-0.00210154	
       437	-0.01852963	0.00820627	-0.00016883	0.00015329	
       438	-0.02078446	0.00595144	-0.00371214	-0.00177943	
       439	-0.03141439	0.01593713	-0.00596698	-0.00210154	
       440	-0.01144300	0.02044680	-0.01112088	-0.00145731	
       441	0.00047541	0.02656707	-0.01112088	0.00079753	
       442	0.01207170	0.01013899	-0.01466419	0.00401872	
       444	0.00691779	-0.00016883	-0.01369784	0.00595144	
       444	0.01110534	-0.01079876	-0.00822181	0.00305236	
       445	0.01174958	-0.01885174	-0.00532274	0.00337448	
       447	0.01464866	-0.01595267	-0.00177943	0.00240812	
       447	0.01239382	-0.01369784	0.00111965	0.00401872	
       448	0.01529289	-0.02464989	0.00466296	0.00176389	
       449	0.00176389	-0.01466419	0.00562932	-0.00081307	
       450	-0.02271718	0.01786985	0.00820627	-0.00081307	
       451	-0.02239506	0.03494217	0.01142746	0.00434084	
       452	0.00530720	0.01658137	0.01239382	0.00723991	
       453	0.03719700	0.00595144	0.01013899	0.00562932	
       454	0.01722561	0.00466296	0.00820627	0.00015329	
       456	0.00820627	-0.01337572	0.00788415	0.00144177	
       457	0.00691779	-0.01659691	0.00144177	0.00369660	
       458	0.00723991	-0.01176512	-0.00242366	0.00659567	
       459	0.01239382	-0.01434208	-0.00306790	-0.00016883	
       460	0.00498508	-0.03205863	-0.00628909	0.00015329	
       461	-0.02754896	-0.02529413	-0.01112088	-0.00306790	
